color,confidence,from,id,label,title,to,type
#555555,1.0,entities/系统公告,entities/系统公告->entities/NotificationService:EXTRACTED,,,entities/NotificationService,EXTRACTED
#555555,1.0,entities/系统公告,entities/系统公告->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/统一数据源管理器,entities/统一数据源管理器->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,entities/统一数据源管理器,entities/统一数据源管理器->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,entities/统一数据源管理器,entities/统一数据源管理器->entities/AKShare:EXTRACTED,,,entities/AKShare,EXTRACTED
#555555,1.0,entities/统一数据源管理器,entities/统一数据源管理器->concepts/DataPipeline:EXTRACTED,,,concepts/DataPipeline,EXTRACTED
#555555,1.0,entities/能源大数据平台,entities/能源大数据平台->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,entities/能源大数据平台,entities/能源大数据平台->entities/王信杰:EXTRACTED,,,entities/王信杰,EXTRACTED
#555555,1.0,entities/能源大数据平台,entities/能源大数据平台->entities/SpringBoot:EXTRACTED,,,entities/SpringBoot,EXTRACTED
#555555,1.0,entities/风险预警,entities/风险预警->entities/价格监控与预警系统:EXTRACTED,,,entities/价格监控与预警系统,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/A股市场:EXTRACTED,,,entities/A股市场,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/TrendTracking:EXTRACTED,,,concepts/TrendTracking,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/TrendTracking:EXTRACTED,,,entities/TrendTracking,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/MomentumStrategy:EXTRACTED,,,concepts/MomentumStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/MomentumStrategy:EXTRACTED,,,entities/MomentumStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/MeanReversion:EXTRACTED,,,concepts/MeanReversion,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/MeanReversion:EXTRACTED,,,entities/MeanReversion,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/VolumePriceBreakout:EXTRACTED,,,concepts/VolumePriceBreakout,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/VolumePriceBreakout:EXTRACTED,,,entities/VolumePriceBreakout,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/MoneyFlowStrategy:EXTRACTED,,,concepts/MoneyFlowStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/MoneyFlowStrategy:EXTRACTED,,,entities/MoneyFlowStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/SectorRotation:EXTRACTED,,,concepts/SectorRotation,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/SectorRotation:EXTRACTED,,,entities/SectorRotation,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/MultiFactorSelection:EXTRACTED,,,concepts/MultiFactorSelection,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/MultiFactorSelection:EXTRACTED,,,entities/MultiFactorSelection,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/ValueStrategy:EXTRACTED,,,concepts/ValueStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/ValueStrategy:EXTRACTED,,,entities/ValueStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/GrowthStrategy:EXTRACTED,,,concepts/GrowthStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/GrowthStrategy:EXTRACTED,,,entities/GrowthStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/QualityStrategy:EXTRACTED,,,concepts/QualityStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/QualityStrategy:EXTRACTED,,,entities/QualityStrategy,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/HighDividendLowVol:EXTRACTED,,,concepts/HighDividendLowVol,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/HighDividendLowVol:EXTRACTED,,,entities/HighDividendLowVol,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/EventDriven:EXTRACTED,,,concepts/EventDriven,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/EventDriven:EXTRACTED,,,entities/EventDriven,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/StatisticalArbitrage:EXTRACTED,,,concepts/StatisticalArbitrage,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/StatisticalArbitrage:EXTRACTED,,,entities/StatisticalArbitrage,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/ConvertibleBondArbitrage:EXTRACTED,,,concepts/ConvertibleBondArbitrage,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/ConvertibleBondArbitrage:EXTRACTED,,,entities/ConvertibleBondArbitrage,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/TrendMomentum:EXTRACTED,,,entities/TrendMomentum,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/AIAgent:EXTRACTED,,,concepts/AIAgent,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/QuantitativeAnalysis:EXTRACTED,,,concepts/QuantitativeAnalysis,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/QuantitativeAnalysis:EXTRACTED,,,entities/QuantitativeAnalysis,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->sources/main-fund-selection-system:EXTRACTED,,,sources/main-fund-selection-system,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/RiskManagement:EXTRACTED,,,concepts/RiskManagement,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/DataPipeline:EXTRACTED,,,concepts/DataPipeline,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/WencaiAPI:EXTRACTED,,,entities/WencaiAPI,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,sources/a-share-quantitative-trading-strategies-guide,sources/a-share-quantitative-trading-strategies-guide->sources/main-fund-selection-system-analysis:EXTRACTED,,,sources/main-fund-selection-system-analysis,EXTRACTED
#555555,1.0,sources/admin-backend-system,sources/admin-backend-system->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,sources/admin-backend-system,sources/admin-backend-system->entities/A股市场:EXTRACTED,,,entities/A股市场,EXTRACTED
#555555,1.0,sources/admin-backend-system,sources/admin-backend-system->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,sources/admin-backend-system,sources/admin-backend-system->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->concepts/AIAgent:EXTRACTED,,,concepts/AIAgent,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/DeepSeek:EXTRACTED,,,entities/DeepSeek,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/Qwen:EXTRACTED,,,entities/Qwen,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/Kimi:EXTRACTED,,,entities/Kimi,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/GLM:EXTRACTED,,,entities/GLM,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->concepts/AIMultiAgentStockAnalysis:EXTRACTED,,,concepts/AIMultiAgentStockAnalysis,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->sources/price-monitoring-and-alert-system:EXTRACTED,,,sources/price-monitoring-and-alert-system,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->sources/portfolio-management-and-analysis:EXTRACTED,,,sources/portfolio-management-and-analysis,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->sources/user-profile-system:EXTRACTED,,,sources/user-profile-system,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->concepts/RiskManagement:EXTRACTED,,,concepts/RiskManagement,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/RiskAnalystAgent:EXTRACTED,,,entities/RiskAnalystAgent,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->concepts/NewsAggregration:EXTRACTED,,,concepts/NewsAggregration,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->concepts/SentimentAnalysis:EXTRACTED,,,concepts/SentimentAnalysis,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/TechnicalAnalysis:EXTRACTED,,,entities/TechnicalAnalysis,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->concepts/QuantitativeAnalysis:EXTRACTED,,,concepts/QuantitativeAnalysis,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/QuantitativeAnalysis:EXTRACTED,,,entities/QuantitativeAnalysis,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,sources/ai-intelligent-analysis-system,sources/ai-intelligent-analysis-system->entities/APScheduler:EXTRACTED,,,entities/APScheduler,EXTRACTED
#555555,1.0,sources/attention-is-all-you-need,sources/attention-is-all-you-need->entities/Vaswani:EXTRACTED,,,entities/Vaswani,EXTRACTED
#555555,1.0,sources/attention-is-all-you-need,sources/attention-is-all-you-need->entities/Google:EXTRACTED,,,entities/Google,EXTRACTED
#555555,1.0,sources/attention-is-all-you-need,sources/attention-is-all-you-need->concepts/Transformer:EXTRACTED,,,concepts/Transformer,EXTRACTED
#555555,1.0,sources/attention-is-all-you-need,sources/attention-is-all-you-need->concepts/AttentionMechanism:EXTRACTED,,,concepts/AttentionMechanism,EXTRACTED
#555555,1.0,sources/attention-is-all-you-need,sources/attention-is-all-you-need->entities/Bahdanau:EXTRACTED,,,entities/Bahdanau,EXTRACTED
#555555,1.0,sources/auto-graph-test,sources/auto-graph-test->concepts/Transformer:EXTRACTED,,,concepts/Transformer,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/BackTrader:EXTRACTED,,,entities/BackTrader,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/WalkForwardAnalysis:EXTRACTED,,,entities/WalkForwardAnalysis,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/MonteCarloSimulation:EXTRACTED,,,entities/MonteCarloSimulation,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/RSIStrategy:EXTRACTED,,,entities/RSIStrategy,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/EnhancedRSIStrategy:EXTRACTED,,,entities/EnhancedRSIStrategy,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/MACDStrategy:EXTRACTED,,,entities/MACDStrategy,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/MAStrategy:EXTRACTED,,,entities/MAStrategy,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/BollingerStrategy:EXTRACTED,,,entities/BollingerStrategy,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/KDJStrategy:EXTRACTED,,,entities/KDJStrategy,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->concepts/DataPipeline:EXTRACTED,,,concepts/DataPipeline,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->concepts/RiskManagement:EXTRACTED,,,concepts/RiskManagement,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->concepts/TrendTracking:EXTRACTED,,,concepts/TrendTracking,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/TrendTracking:EXTRACTED,,,entities/TrendTracking,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->concepts/MeanReversion:EXTRACTED,,,concepts/MeanReversion,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/MeanReversion:EXTRACTED,,,entities/MeanReversion,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->concepts/MomentumStrategy:EXTRACTED,,,concepts/MomentumStrategy,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/MomentumStrategy:EXTRACTED,,,entities/MomentumStrategy,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->concepts/ConvertibleBondArbitrage:EXTRACTED,,,concepts/ConvertibleBondArbitrage,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/ConvertibleBondArbitrage:EXTRACTED,,,entities/ConvertibleBondArbitrage,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/TechnicalAnalysis:EXTRACTED,,,entities/TechnicalAnalysis,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/GeneticAlgorithm:EXTRACTED,,,entities/GeneticAlgorithm,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->concepts/AIMultiAgentStockAnalysis:EXTRACTED,,,concepts/AIMultiAgentStockAnalysis,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,sources/backtest-engine,sources/backtest-engine->entities/AKShare:EXTRACTED,,,entities/AKShare,EXTRACTED
#555555,1.0,sources/claude-code-claude-md-guide,sources/claude-code-claude-md-guide->entities/ClaudeCode:EXTRACTED,,,entities/ClaudeCode,EXTRACTED
#555555,1.0,sources/claude-code-claude-md-guide,sources/claude-code-claude-md-guide->entities/Claude:EXTRACTED,,,entities/Claude,EXTRACTED
#555555,1.0,sources/claude-code-claude-md-guide,sources/claude-code-claude-md-guide->entities/Bun:EXTRACTED,,,entities/Bun,EXTRACTED
#555555,1.0,sources/claude-code-claude-md-guide,sources/claude-code-claude-md-guide->entities/Ink:EXTRACTED,,,entities/Ink,EXTRACTED
